id_1,text_1,image_1,id_2,text_2,image_2,label
1375936088968200205,"150 years after its inauguration, the strategic importance of the Suez Canal endures, mainly because of oil trade &amp; Pacific Asian commercial trade. 

The journey from the Persian Gulf to Northern Europe around Africa takes 24 days. With the Suez canal is reduced to 14 days. https://t.co/N4lE9hargz",http://pbs.twimg.com/media/ExeIVRBWYAAwizQ.jpg,1376653595144241155,"Look how only 190 km #suezcanel carries 12% of World trade and saves billion of rupees.
#SuezCrisis https://t.co/W2LGI1Dc8p",http://pbs.twimg.com/media/ExrbJffWgAoBaxO.jpg,NoEntailment
1360981123388436489,Fall Guys is celebrating Valentine's Day with a lovable new Red Panda costume. https://t.co/TeC8f2UTz1 https://t.co/k0oKveAbyc,http://pbs.twimg.com/media/EuMowPiXYAEylR8.jpg,1361075903606910976,"Fall Guys Red Panda costume available for limited time

https://t.co/oMuJo7M2FT https://t.co/anb0IGj6q1",http://pbs.twimg.com/media/EuODUixWYAMRukK.jpg,NoEntailment
1336637206899945472,"Impressive Batting Display From Shoaib Malik 🏏

#Cricket #LPLT20 #KTvJS #JSvKT #LankaPremierLeague https://t.co/yk8bs0xRKY",http://pbs.twimg.com/media/EoywcVGXMAE5FZK.jpg,1339243901799030785,"A Half century of King

    🔥""Shoaib Malik"" 🔥
 
And Also Completed 1️⃣5️⃣0️⃣ T20  Wicket.........🔥🔥

#LPL2020
#ShoaibMalik
#T20 https://t.co/9pS41P3vq2",http://pbs.twimg.com/media/EpXzOwRXYAYLaCB.jpg,NoEntailment
1336490796279742464,How #confident are you today? https://t.co/5ayt6fM1UE,http://pbs.twimg.com/media/EowrS9aVEAAMhsF.jpg,1341081069248868353,How #confident are you today? https://t.co/KqZ36AoV9X,http://pbs.twimg.com/media/Epx6IA-UwAA8pqN.jpg,Implies
1358934899256877059,"The Peacocks finish out the first quarter trailing by four and will look to regain the lead in the second frame

#StrutUp🦚//#AsOne https://t.co/1TRU7wxt8j",http://pbs.twimg.com/media/EtvoCsuWQAALmyP.jpg,1361131487077228546,"10 minutes gone here at home as the Peacocks look to overcome a six-point deficit in the second frame

#StrutUp🦚//#AsOne https://t.co/5sqJmuzbLc",http://pbs.twimg.com/media/EuO1xf2XIAAOIGb.jpg,NoEntailment
1354383946704936961,"No pants required

#nudeguyyoga #nudeinpublic #nopants #dick #dickinpublic #cockring #exhibitionist #nudeyoga #onlyfans 

https://t.co/2u2t0UHlWb https://t.co/nLhpQ4BQBR",http://pbs.twimg.com/media/Esu9BS7XEAI4P0I.jpg,1371763441883615237,"Who needs pants!

#pantsdown #pantsless #exhibitionist #showingoff #nakedatthegym #cockring #cockinpublic #cockout #onlyfans 

https://t.co/2u2t0UHlWb https://t.co/QfV3qI41uY",http://pbs.twimg.com/media/Ewl7lIiWEAULNA_.jpg,Implies
1361247629309575175,"Rapper #NickiMinaj's father, #RobertMaraj dies in #hitandrun accident 

#RestInPeace #NickiMinajFather #RIPRobertMaraj https://t.co/c1Y0oHDq6c",http://pbs.twimg.com/media/EuQX-CqVgAUQ8xo.jpg,1361404080057438211,"So Sorry and devastated for your loss @NICKIMINAJ. 🤍 May your father, Robert Maraj, rest in peace 🕊 https://t.co/JYjMITzPAX",http://pbs.twimg.com/media/EuOqCoFUUAAP0wk.jpg,NoEntailment
1354642121647665153,"$BTC

Breakout! Time to long the retest. Entry will vary depending on timing of pullback https://t.co/i05O4sqYR4",http://pbs.twimg.com/media/Esymv7nW8AYBUi6.jpg,1377375542555504647,"UPDATE 5: I was wrong on the inverted hammer before and I hope I'm wrong now but I see a bear DIV at 1h on $UMA. Makes sense because is hitting a resistance zone. As I said before, as long as it doesn't dump but makes a normal retracement it's fine! $USDT $BTC https://t.co/ZWB4WTWoNO",http://pbs.twimg.com/media/Ex1rWafXMAYwgFy.png,NoEntailment
1382000658740576258,"Don't forget to grab your cup of #tea and listen to Tea Time Tuesdays with Tee at 12:00 p.m. EST. Today, Tee Spence is interviewing film and stage director Fred Thomas Jr, on #IRMIXRadio listen here https://t.co/PouOWVPaXT or https://t.co/x76ApRIHPS #Movies #Radio #Interview https://t.co/kf7dNYdFCB",http://pbs.twimg.com/media/Ey3aRpFXEAE_I9X.jpg,1382180579970535426,"catch the #Repeat #broadcast at 12:00 a.m. EST Tee Spence, Grab your #camomille #tea...  Tea Time Tuesdays with Tee #interview with film director Fred Thomas Jr. only on #IRMIXRadio https://t.co/PouOWVPaXT or  https://t.co/x76ApRIHPS https://t.co/VKSTYtIl3a",http://pbs.twimg.com/media/Ey596b8WgAEV5Rw.jpg,Implies
1334036815955644419,"Stay updated with BOTT Shots! 
Your Story Starts Here!  

Visit us at https://t.co/HzzI3GbRbl for special interviews, interesting features and trendy travelogues.

#Travel #Tourism #Hospitality #Trade #MICE #India #Airlines #BOTT #wednesdaythought https://t.co/N0MxErmxZB",http://pbs.twimg.com/media/EoNpHCxUwAEpmHH.jpg,1367364885558915073,"Stay updated with BOTT Shots! 
Your Story Starts Here!   
Visit us at https://t.co/HzzI3GbRbl
 for special interviews, interesting features and trendy travelogues.

#FernHotelsandResorts #SOTC #travel #tourism #hospitality #trade #mice #India #COVID #travelagents
#jumeirahgroup https://t.co/h2D58l5sa1",http://pbs.twimg.com/media/Evnak-2UcAIagJU.jpg,NoEntailment
1373049310150004738,Fri 17:00: Mostly Cloudy; Temp 6.8 C; Wind S 13 km/h; Humidity 67%; Press 100.7 kPa / falling. https://t.co/0Ncdvli1El,http://pbs.twimg.com/media/Ew4NEjTWQAAaqU5.png,1373109588472512516,Fri 21:00: Mostly Cloudy; Temp 4.6 C; Humidity 77%; Press 100.7 kPa / falling. https://t.co/hN8NbM5TAj,http://pbs.twimg.com/media/Ew5D5NDXMAMv66s.png,NoEntailment
1376641001746534402,Final shot locations vs Stockton. #Marlies 26 -24 edge. 4-3 final score Toronto W https://t.co/nBNRzXoYD2,http://pbs.twimg.com/media/ExrPsDUWUAMKQf0.jpg,1380996966545522695,Final shot locations vs Laval #Marlies 22 Rocket 28 Final score 4-3 Laval. https://t.co/66opEPkvoH,http://pbs.twimg.com/media/EypJY9tWEAEUIrO.jpg,NoEntailment
1366425795611230220,"🚨 🏡 RENTAL HOUSE! LIKE NEW 3/2/1 IN THE HEART OF PALM COAST, FLORIDA

👉 https://t.co/p77rBODlba

#realestate  #realestateinvestor #realestatebroker #landlords #rentalproperty #propertyforrent #propertymanagement #386rent #PalmCoastPropertyManagement #EverestRealty https://t.co/kYv83AkCRu",http://pbs.twimg.com/media/EvaEyCpXUAE6LzT.jpg,1366912318425223171,"🚨 🏡 RENTAL HOUSE! LIKE NEW 3/2/1 IN THE HEART OF PALM COAST FLORIDA

👉 https://t.co/XMbG0zFzlF

#realestate  #RealEstateAgent #realestateinvestor  #rentalproperty  #propertydevelopment #propertyforrent #propertymanagement #386rent #PalmCoastPropertyManagement #EverestRealty https://t.co/EBRbI6Ewza",http://pbs.twimg.com/media/Evg_gbQWQAI10Nt.jpg,Implies
1359049457367724034,"#COVID19 Vaccination Tracker
(upto 09th February, 2021 till 08:00 AM)
#LargestVaccineDrive
#StayAlert
#StaySafe https://t.co/JmMMayb8hn",http://pbs.twimg.com/media/EtxQR5aXMAQ0cxa.png,1381525016257437701,"#COVID19 Vaccination Tracker
#LargestVaccineDrive
#StayAlert
#StaySafe https://t.co/eo8wP3Fcdy",http://pbs.twimg.com/media/EywprmqWgAQzKi9.png,Contradictory
1334716630404755456,Today was an extremely busy day and I honestly didn't think I'd have an type of energy to get a workout in. But I promised myself no matter I would WORK. Pushed through #riptcircuit in #FocusT25 and tired but proud #SuperVillainStatus #MrMirakuru #workout #weightloss #dedication https://t.co/QpKo1YBRGr,http://pbs.twimg.com/media/EoXdqq-VQAAkbEv.jpg,1341595677021761537,"Another day, another workout, another pushing through despite not wanting to. Today was #riptup in #FocusT25 and my entire upper body is burning but I earned the results. #SuperVillainStatus #MrMirakuru #workout #focused #weightloss https://t.co/Pb5mNWlCng",http://pbs.twimg.com/media/Ep5OJSKU8AAEoxX.jpg,NoEntailment
